# Title: December 2023 Global Gridded Average Temperature
# Units: Degrees Celsius
# Base Period: 1991-2020
# Missing: -999.00
Latitude,Longitude,Anomaly,Rank
-27.5,67.5,0.96,166
-27.5,72.5,1.2,174
-27.5,77.5,1.34,174
-27.5,82.5,1.29,174
-27.5,87.5,1.21,174
-27.5,92.5,1.29,173
-27.5,97.5,1.33,173
-27.5,102.5,1.24,174
-27.5,107.5,0.98,173
-27.5,112.5,0.65,165
-27.5,117.5,1.67,171
-27.5,122.5,1.83,170
-27.5,127.5,1.99,171
-27.5,132.5,0.84,149
-27.5,137.5,0.22,117
-27.5,142.5,1.21,151
-27.5,147.5,1.13,150
-27.5,152.5,0.62,164
-27.5,157.5,0.49,166
-27.5,162.5,0.53,169
-27.5,167.5,0.66,170
-27.5,172.5,0.7,163
-27.5,177.5,0.66,160
-27.5,182.5,0.59,161
-27.5,187.5,0.25,145
-27.5,192.5,0.03,136
-27.5,197.5,-0.18,120
-27.5,202.5,-0.48,86
-27.5,207.5,-0.83,60
-27.5,212.5,-0.94,44
-27.5,217.5,-0.94,48
-27.5,222.5,-0.85,51
-27.5,227.5,-0.59,65
-27.5,232.5,-0.45,71
-27.5,237.5,-0.43,67
-27.5,242.5,-0.5,54
-27.5,247.5,-0.69,35
-27.5,252.5,-0.81,20
-27.5,257.5,-1.07,9
-27.5,262.5,-1.17,8
-27.5,267.5,-1.21,9
-27.5,272.5,-1.06,12
-27.5,277.5,-0.71,29
-27.5,282.5,-0.28,68
-27.5,287.5,0.02,114
-27.5,292.5,0.14,143
-27.5,297.5,0.18,137
-27.5,302.5,0.62,151
-27.5,307.5,0.75,169
-27.5,312.5,0.63,169
-27.5,317.5,0.4,163
-27.5,322.5,0.37,160
-27.5,327.5,0.49,165
-27.5,332.5,0.7,169
-27.5,337.5,0.78,172
-27.5,342.5,0.87,174
-27.5,347.5,1.12,173
-27.5,352.5,1.41,172
-27.5,357.5,1.52,173
-22.5,2.5,1.52,174
-22.5,7.5,1.23,174
-22.5,12.5,1.03,174
-22.5,17.5,0.35,133
-22.5,22.5,-0.29,100
-22.5,27.5,0.09,134
-22.5,32.5,-0.51,116
-22.5,37.5,0.5,167
-22.5,42.5,0.37,164
-22.5,47.5,0.4,167
-22.5,52.5,0.88,174
-22.5,57.5,0.98,174
-22.5,62.5,1.19,173
-22.5,67.5,1.33,174
-22.5,72.5,1.42,174
-22.5,77.5,1.35,173
-22.5,82.5,1.14,173
-22.5,87.5,1.02,172
-22.5,92.5,0.97,173
-22.5,97.5,1,173
-22.5,102.5,0.99,174
-22.5,107.5,0.84,171
-22.5,112.5,0.5,161
-22.5,117.5,0.03,128
-22.5,122.5,2.04,173
-22.5,127.5,1.76,168
-22.5,132.5,1.57,164
-22.5,137.5,1.52,167
-22.5,142.5,0.79,152
-22.5,147.5,0.65,162
-22.5,152.5,0.45,156
-22.5,157.5,0.44,162
-22.5,162.5,0.5,164
-22.5,167.5,0.53,162
-22.5,172.5,0.51,156
-22.5,177.5,0.3,147
-22.5,182.5,0.03,135
-22.5,187.5,-0.26,106
-22.5,192.5,-0.41,97
-22.5,197.5,-0.56,76
-22.5,202.5,-0.78,56
-22.5,207.5,-0.92,39
-22.5,212.5,-0.85,42
-22.5,217.5,-0.66,57
-22.5,222.5,-0.45,93
-22.5,227.5,-0.33,95
-22.5,232.5,-0.33,82
-22.5,237.5,-0.37,63
-22.5,242.5,-0.45,54
-22.5,247.5,-0.61,36
-22.5,252.5,-0.71,27
-22.5,257.5,-0.75,29
-22.5,262.5,-0.76,33
-22.5,267.5,-0.68,35
-22.5,272.5,-0.52,45
-22.5,277.5,-0.29,75
-22.5,282.5,-0.03,100
-22.5,287.5,0.18,124
-22.5,292.5,1.42,173
-22.5,297.5,1.58,173
-22.5,302.5,1.65,173
-22.5,307.5,1.37,174
-22.5,312.5,1.98,174
-22.5,317.5,1.18,174
-22.5,322.5,0.91,173
-22.5,327.5,1.02,173
-22.5,332.5,1.15,173
-22.5,337.5,1.39,173
-22.5,342.5,1.61,173
-22.5,347.5,1.81,173
-22.5,352.5,1.94,173
-22.5,357.5,1.82,173
-17.5,2.5,1.48,174
-17.5,7.5,1.53,174
-17.5,12.5,0.61,170
-17.5,17.5,0.76,134
-17.5,22.5,0.26,133
-17.5,27.5,-0.01,139
-17.5,32.5,0.73,165
-17.5,37.5,0.64,170
-17.5,42.5,0.59,169
-17.5,47.5,0.99,174
-17.5,52.5,1.27,173
-17.5,57.5,1.35,173
-17.5,62.5,1.32,173
-17.5,67.5,1.23,172
-17.5,72.5,1.03,171
-17.5,77.5,0.81,169
-17.5,82.5,0.56,169
-17.5,87.5,0.4,162
-17.5,92.5,0.37,162
-17.5,97.5,0.54,168
-17.5,102.5,0.71,169
-17.5,107.5,0.68,167
-17.5,112.5,0.39,157
-17.5,117.5,0.07,113
-17.5,122.5,0.22,136
-17.5,127.5,2.22,171
-17.5,132.5,1.96,172
-17.5,137.5,1.06,168
-17.5,142.5,0.63,166
-17.5,147.5,0.22,149
-17.5,152.5,0.27,150
-17.5,157.5,0.28,155
-17.5,162.5,0.26,157
-17.5,167.5,0.29,157
-17.5,172.5,0.2,154
-17.5,177.5,0.06,150
-17.5,182.5,-0.17,126
-17.5,187.5,-0.22,123
-17.5,192.5,-0.3,116
-17.5,197.5,-0.43,99
-17.5,202.5,-0.33,122
-17.5,207.5,-0.26,136
-17.5,212.5,-0.12,144
-17.5,217.5,0.07,157
-17.5,222.5,0.11,153
-17.5,227.5,0.12,148
-17.5,232.5,0.07,135
-17.5,237.5,-0.02,124
-17.5,242.5,-0.12,109
-17.5,247.5,-0.2,91
-17.5,252.5,-0.24,85
-17.5,257.5,-0.24,81
-17.5,262.5,-0.2,80
-17.5,267.5,-0.09,100
-17.5,272.5,0.03,110
-17.5,277.5,0.1,114
-17.5,282.5,0.14,129
-17.5,287.5,0.41,150
-17.5,292.5,1.35,173
-17.5,297.5,2.34,174
-17.5,302.5,1.82,174
-17.5,307.5,1.57,174
-17.5,312.5,2.23,174
-17.5,317.5,2.33,174
-17.5,322.5,0.79,173
-17.5,327.5,0.78,173
-17.5,332.5,0.85,172
-17.5,337.5,1.04,171
-17.5,342.5,1.21,171
-17.5,347.5,1.35,173
-17.5,352.5,1.4,174
-17.5,357.5,1.47,174
-12.5,2.5,1.68,174
-12.5,7.5,1.59,173
-12.5,12.5,1.42,171
-12.5,17.5,0.76,162
-12.5,22.5,0.47,165
-12.5,27.5,0.29,159
-12.5,32.5,1.43,173
-12.5,37.5,1.41,172
-12.5,42.5,0.83,173
-12.5,47.5,0.96,173
-12.5,52.5,1.3,173
-12.5,57.5,1.37,173
-12.5,62.5,1.11,171
-12.5,67.5,0.81,171
-12.5,72.5,0.44,164
-12.5,77.5,0,136
-12.5,82.5,-0.31,112
-12.5,87.5,-0.27,110
-12.5,92.5,0.01,139
-12.5,97.5,0.38,167
-12.5,102.5,0.36,165
-12.5,107.5,0.45,168
-12.5,112.5,0.19,148
-12.5,117.5,0.06,123
-12.5,122.5,0.11,129
-12.5,127.5,0.08,132
-12.5,132.5,0.36,158
-12.5,137.5,0.27,142
-12.5,142.5,0.21,143
-12.5,147.5,0.03,133
-12.5,152.5,-0.06,131
-12.5,157.5,-0.02,142
-12.5,162.5,0.1,154
-12.5,167.5,0.13,157
-12.5,172.5,0.07,157
-12.5,177.5,0.09,162
-12.5,182.5,0.14,164
-12.5,187.5,0.16,164
-12.5,192.5,0.21,163
-12.5,197.5,0.22,162
-12.5,202.5,0.32,165
-12.5,207.5,0.47,169
-12.5,212.5,0.64,171
-12.5,217.5,0.66,166
-12.5,222.5,0.69,168
-12.5,227.5,0.6,165
-12.5,232.5,0.5,158
-12.5,237.5,0.38,152
-12.5,242.5,0.35,151
-12.5,247.5,0.38,155
-12.5,252.5,0.43,154
-12.5,257.5,0.5,156
-12.5,262.5,0.61,159
-12.5,267.5,0.74,162
-12.5,272.5,0.81,164
-12.5,277.5,0.76,165
-12.5,282.5,0.87,165
-12.5,287.5,0.88,174
-12.5,292.5,1.38,174
-12.5,297.5,2.01,174
-12.5,302.5,1.92,174
-12.5,307.5,2.53,174
-12.5,312.5,2.85,174
-12.5,317.5,2.57,173
-12.5,322.5,0.66,173
-12.5,327.5,0.49,174
-12.5,332.5,0.51,172
-12.5,337.5,0.65,171
-12.5,342.5,0.84,173
-12.5,347.5,1.08,174
-12.5,352.5,1.29,174
-12.5,357.5,1.6,174
-7.5,2.5,1.54,172
-7.5,7.5,1.37,173
-7.5,12.5,1.38,172
-7.5,17.5,0.88,171
-7.5,22.5,0.84,171
-7.5,27.5,1.07,172
-7.5,32.5,0.92,168
-7.5,37.5,0.8,174
-7.5,42.5,0.91,173
-7.5,47.5,0.99,174
-7.5,52.5,1.24,173
-7.5,57.5,1.26,173
-7.5,62.5,1.03,173
-7.5,67.5,0.8,172
-7.5,72.5,0.48,171
-7.5,77.5,0.04,147
-7.5,82.5,-0.17,136
-7.5,87.5,-0.1,142
-7.5,92.5,0.05,149
-7.5,97.5,-0.04,140
-7.5,102.5,-0.11,130
-7.5,107.5,0.14,152
-7.5,112.5,0.22,153
-7.5,117.5,0.16,151
-7.5,122.5,0.14,152
-7.5,127.5,-0.01,140
-7.5,132.5,-0.14,126
-7.5,137.5,-0.09,133
-7.5,142.5,0.48,174
-7.5,147.5,-0.03,146
-7.5,152.5,-0.21,118
-7.5,157.5,0.01,147
-7.5,162.5,0.17,162
-7.5,167.5,0.23,160
-7.5,172.5,0.35,167
-7.5,177.5,0.49,169
-7.5,182.5,0.66,174
-7.5,187.5,0.74,172
-7.5,192.5,0.93,172
-7.5,197.5,1.03,171
-7.5,202.5,1.06,171
-7.5,207.5,1.12,170
-7.5,212.5,1.16,169
-7.5,217.5,1.13,168
-7.5,222.5,1.12,171
-7.5,227.5,1.04,168
-7.5,232.5,1.01,167
-7.5,237.5,1,167
-7.5,242.5,1.04,163
-7.5,247.5,1.14,165
-7.5,252.5,1.23,167
-7.5,257.5,1.33,170
-7.5,262.5,1.44,170
-7.5,267.5,1.53,170
-7.5,272.5,1.52,168
-7.5,277.5,1.38,165
-7.5,282.5,0.93,172
-7.5,287.5,0.7,173
-7.5,292.5,0.77,174
-7.5,297.5,1.07,173
-7.5,302.5,1.07,174
-7.5,307.5,1.85,174
-7.5,312.5,1.26,173
-7.5,317.5,1.37,172
-7.5,322.5,0.32,162
-7.5,327.5,0.71,174
-7.5,332.5,0.8,174
-7.5,337.5,0.99,174
-7.5,342.5,1.22,174
-7.5,347.5,1.32,174
-7.5,352.5,1.51,174
-7.5,357.5,1.7,174
-2.5,2.5,1.13,174
-2.5,7.5,0.89,173
-2.5,12.5,0.43,169
-2.5,17.5,0.62,169
-2.5,22.5,0.94,169
-2.5,27.5,0.86,170
-2.5,32.5,0.54,166
-2.5,37.5,0.52,167
-2.5,42.5,1,172
-2.5,47.5,1.21,173
-2.5,52.5,1.38,173
-2.5,57.5,1.29,174
-2.5,62.5,1.2,174
-2.5,67.5,1.02,173
-2.5,72.5,0.78,172
-2.5,77.5,0.62,173
-2.5,82.5,0.45,172
-2.5,87.5,0.29,168
-2.5,92.5,0.16,157
-2.5,97.5,-0.06,128
-2.5,102.5,0.61,172
-2.5,107.5,0.32,165
-2.5,112.5,0.72,172
-2.5,117.5,0.42,171
-2.5,122.5,0.13,154
-2.5,127.5,-0.01,145
-2.5,132.5,-0.13,136
-2.5,137.5,0.1,158
-2.5,142.5,0.13,160
-2.5,147.5,0.04,148
-2.5,152.5,0.11,151
-2.5,157.5,0.23,162
-2.5,162.5,0.42,167
-2.5,167.5,0.64,169
-2.5,172.5,0.93,170
-2.5,177.5,1.18,174
-2.5,182.5,1.53,173
-2.5,187.5,1.82,174
-2.5,192.5,2.1,174
-2.5,197.5,2.18,172
-2.5,202.5,2.12,171
-2.5,207.5,2.07,170
-2.5,212.5,2.04,168
-2.5,217.5,1.92,167
-2.5,222.5,1.86,167
-2.5,227.5,1.82,167
-2.5,232.5,1.85,167
-2.5,237.5,1.96,167
-2.5,242.5,2.06,168
-2.5,247.5,2.14,168
-2.5,252.5,2.22,169
-2.5,257.5,2.26,169
-2.5,262.5,2.21,169
-2.5,267.5,2.14,168
-2.5,272.5,1.99,165
-2.5,277.5,1.67,164
-2.5,282.5,0.7,172
-2.5,287.5,0.65,171
-2.5,292.5,0.9,174
-2.5,297.5,0.85,173
-2.5,302.5,0.97,170
-2.5,307.5,1.07,174
-2.5,312.5,1,174
-2.5,317.5,0.93,174
-2.5,322.5,0.85,174
-2.5,327.5,0.85,174
-2.5,332.5,0.92,174
-2.5,337.5,1.13,174
-2.5,342.5,1.26,174
-2.5,347.5,1.21,173
-2.5,352.5,1.21,173
-2.5,357.5,1.27,174
2.5,2.5,1.15,173
2.5,7.5,0.89,173
2.5,12.5,0.55,171
2.5,17.5,0.26,161
2.5,22.5,0.83,169
2.5,27.5,0.71,166
2.5,32.5,0.44,163
2.5,37.5,0.47,164
2.5,42.5,-0.45,109
2.5,47.5,1.07,172
2.5,52.5,1.36,173
2.5,57.5,1.24,174
2.5,62.5,1.2,174
2.5,67.5,1.12,173
2.5,72.5,0.99,173
2.5,77.5,0.86,173
2.5,82.5,0.65,173
2.5,87.5,0.45,173
2.5,92.5,0.35,171
2.5,97.5,0.44,173
2.5,102.5,0.63,173
2.5,107.5,0.62,173
2.5,112.5,0.71,173
2.5,117.5,0.84,174
2.5,122.5,0.47,172
2.5,127.5,0.29,159
2.5,132.5,0.15,153
2.5,137.5,0.13,155
2.5,142.5,0.17,158
2.5,147.5,0.23,162
2.5,152.5,0.25,164
2.5,157.5,0.35,167
2.5,162.5,0.49,169
2.5,167.5,0.65,169
2.5,172.5,0.91,172
2.5,177.5,1.16,173
2.5,182.5,1.43,173
2.5,187.5,1.77,172
2.5,192.5,2.11,172
2.5,197.5,2.19,172
2.5,202.5,2.15,172
2.5,207.5,2.14,171
2.5,212.5,2.12,169
2.5,217.5,2.05,167
2.5,222.5,1.99,167
2.5,227.5,1.91,167
2.5,232.5,1.94,167
2.5,237.5,2.04,169
2.5,242.5,2.07,169
2.5,247.5,2.07,169
2.5,252.5,2.12,169
2.5,257.5,2.07,168
2.5,262.5,1.87,168
2.5,267.5,1.71,167
2.5,272.5,1.58,166
2.5,277.5,1.48,168
2.5,282.5,1.42,173
2.5,287.5,1.13,173
2.5,292.5,0.71,170
2.5,297.5,1.33,174
2.5,302.5,0.35,161
2.5,307.5,1.05,174
2.5,312.5,0.74,174
2.5,317.5,0.71,174
2.5,322.5,0.69,174
2.5,327.5,0.74,174
2.5,332.5,0.89,174
2.5,337.5,1.07,174
2.5,342.5,1.08,174
2.5,347.5,0.9,173
2.5,352.5,0.96,173
2.5,357.5,1.21,174
7.5,2.5,0.77,173
7.5,7.5,0.58,166
7.5,12.5,1.07,168
7.5,17.5,0.99,165
7.5,22.5,0.4,154
7.5,27.5,0.54,153
7.5,32.5,1.38,171
7.5,37.5,1.28,174
7.5,42.5,0.33,162
7.5,47.5,0.72,167
7.5,52.5,0.83,172
7.5,57.5,0.85,173
7.5,62.5,0.96,174
7.5,67.5,1.03,174
7.5,72.5,0.92,174
7.5,77.5,0.92,174
7.5,82.5,0.81,174
7.5,87.5,0.61,173
7.5,92.5,0.59,173
7.5,97.5,0.69,173
7.5,102.5,0.81,173
7.5,107.5,0.99,173
7.5,112.5,0.83,172
7.5,117.5,0.68,168
7.5,122.5,0.55,170
7.5,127.5,0.49,170
7.5,132.5,0.43,167
7.5,137.5,0.43,167
7.5,142.5,0.34,164
7.5,147.5,0.29,164
7.5,152.5,0.24,164
7.5,157.5,0.22,163
7.5,162.5,0.28,166
7.5,167.5,0.35,170
7.5,172.5,0.45,171
7.5,177.5,0.51,173
7.5,182.5,0.61,174
7.5,187.5,0.71,174
7.5,192.5,0.85,174
7.5,197.5,0.93,174
7.5,202.5,0.95,174
7.5,207.5,0.98,174
7.5,212.5,1.04,174
7.5,217.5,1.12,174
7.5,222.5,1.16,172
7.5,227.5,1.23,172
7.5,232.5,1.23,172
7.5,237.5,1.2,170
7.5,242.5,1.09,171
7.5,247.5,1.07,170
7.5,252.5,1.12,169
7.5,257.5,1.16,169
7.5,262.5,1.16,169
7.5,267.5,1.21,169
7.5,272.5,1.27,169
7.5,277.5,1.13,170
7.5,282.5,1.14,172
7.5,287.5,1.54,174
7.5,292.5,1.68,174
7.5,297.5,1.26,174
7.5,302.5,0.74,174
7.5,307.5,0.7,174
7.5,312.5,0.67,174
7.5,317.5,0.72,174
7.5,322.5,0.76,174
7.5,327.5,0.79,174
7.5,332.5,0.93,174
7.5,337.5,1.05,174
7.5,342.5,1.01,174
7.5,347.5,0.65,173
7.5,352.5,0.21,162
7.5,357.5,0.81,172
12.5,2.5,-0.15,113
12.5,7.5,0.45,132
12.5,12.5,0.56,137
12.5,17.5,0.46,135
12.5,22.5,1.74,167
12.5,27.5,0.85,123
12.5,32.5,1.32,158
12.5,37.5,0.74,171
12.5,42.5,0.32,165
12.5,47.5,0.31,166
12.5,52.5,0.48,169
12.5,57.5,0.6,170
12.5,62.5,0.58,171
12.5,67.5,0.68,174
12.5,72.5,0.82,174
12.5,77.5,1.42,174
12.5,82.5,0.74,174
12.5,87.5,0.54,171
12.5,92.5,0.51,171
12.5,97.5,0.79,173
12.5,102.5,1.27,173
12.5,107.5,1.43,173
12.5,112.5,1.01,173
12.5,117.5,0.63,166
12.5,122.5,0.52,167
12.5,127.5,0.43,167
12.5,132.5,0.45,166
12.5,137.5,0.49,170
12.5,142.5,0.37,169
12.5,147.5,0.33,165
12.5,152.5,0.3,164
12.5,157.5,0.31,166
12.5,162.5,0.33,169
12.5,167.5,0.35,169
12.5,172.5,0.34,167
12.5,177.5,0.34,167
12.5,182.5,0.32,167
12.5,187.5,0.32,168
12.5,192.5,0.39,167
12.5,197.5,0.43,168
12.5,202.5,0.4,167
12.5,207.5,0.36,166
12.5,212.5,0.35,164
12.5,217.5,0.4,164
12.5,222.5,0.43,163
12.5,227.5,0.56,167
12.5,232.5,0.67,168
12.5,237.5,0.65,168
12.5,242.5,0.54,169
12.5,247.5,0.6,172
12.5,252.5,0.69,172
12.5,257.5,0.72,171
12.5,262.5,0.84,171
12.5,267.5,0.96,170
12.5,272.5,1.05,171
12.5,277.5,0.83,172
12.5,282.5,0.79,171
12.5,287.5,0.87,173
12.5,292.5,0.81,172
12.5,297.5,0.8,174
12.5,302.5,0.82,174
12.5,307.5,0.81,174
12.5,312.5,0.79,174
12.5,317.5,0.84,174
12.5,322.5,0.89,174
12.5,327.5,0.93,174
12.5,332.5,1.02,174
12.5,337.5,1.25,173
12.5,342.5,1.35,173
12.5,347.5,0.41,164
12.5,352.5,0.44,155
12.5,357.5,-0.2,120
17.5,2.5,-1.08,61
17.5,7.5,-0.47,87
17.5,12.5,0.1,114
17.5,17.5,0.26,114
17.5,22.5,0.58,120
17.5,27.5,1.19,135
17.5,32.5,1.31,146
17.5,37.5,1.16,174
17.5,42.5,0.39,167
17.5,47.5,-0.22,129
17.5,52.5,0.61,168
17.5,57.5,0.61,173
17.5,62.5,0.35,169
17.5,67.5,0.45,171
17.5,72.5,0.85,174
17.5,77.5,0.51,151
17.5,82.5,0.62,171
17.5,87.5,0.26,158
17.5,92.5,-0.05,140
17.5,97.5,1.81,174
17.5,102.5,1.94,172
17.5,107.5,1.41,173
17.5,112.5,1.06,173
17.5,117.5,0.44,162
17.5,122.5,0.51,168
17.5,127.5,0.54,166
17.5,132.5,0.64,169
17.5,137.5,0.59,168
17.5,142.5,0.5,164
17.5,147.5,0.48,166
17.5,152.5,0.47,165
17.5,157.5,0.46,168
17.5,162.5,0.46,167
17.5,167.5,0.46,170
17.5,172.5,0.44,168
17.5,177.5,0.4,166
17.5,182.5,0.35,164
17.5,187.5,0.29,161
17.5,192.5,0.31,164
17.5,197.5,0.29,164
17.5,202.5,0.26,158
17.5,207.5,0.23,150
17.5,212.5,0.23,149
17.5,217.5,0.28,156
17.5,222.5,0.24,152
17.5,227.5,0.24,151
17.5,232.5,0.33,151
17.5,237.5,0.42,155
17.5,242.5,0.59,165
17.5,247.5,0.86,171
17.5,252.5,1.03,172
17.5,257.5,0.51,167
17.5,262.5,0.5,165
17.5,267.5,0.49,162
17.5,272.5,0.52,165
17.5,277.5,0.63,168
17.5,282.5,0.68,168
17.5,287.5,0.65,170
17.5,292.5,0.65,171
17.5,297.5,0.71,173
17.5,302.5,0.84,174
17.5,307.5,0.95,174
17.5,312.5,1,174
17.5,317.5,1.08,174
17.5,322.5,1.19,174
17.5,327.5,1.27,174
17.5,332.5,1.35,174
17.5,337.5,1.63,174
17.5,342.5,1.89,174
17.5,347.5,1.06,165
17.5,352.5,0.41,144
17.5,357.5,-0.65,104
22.5,2.5,0.06,133
22.5,7.5,0.06,119
22.5,12.5,-0.01,119
22.5,17.5,0.11,110
22.5,22.5,1.22,150
22.5,27.5,2.11,167
22.5,32.5,2.39,164
22.5,37.5,1.51,174
22.5,42.5,1.08,167
22.5,47.5,1.36,168
22.5,52.5,0.55,161
22.5,57.5,0.7,170
22.5,62.5,0.57,173
22.5,67.5,0.72,173
22.5,72.5,1.12,172
22.5,77.5,0.61,156
22.5,82.5,0.32,151
22.5,87.5,0.43,165
22.5,92.5,1.24,173
22.5,97.5,1.48,174
22.5,102.5,2.23,174
22.5,107.5,1.18,161
22.5,112.5,0.82,168
22.5,117.5,0.49,164
22.5,122.5,0.39,164
22.5,127.5,0.68,165
22.5,132.5,0.77,163
22.5,137.5,0.54,160
22.5,142.5,0.51,158
22.5,147.5,0.59,163
22.5,152.5,0.64,165
22.5,157.5,0.74,167
22.5,162.5,0.76,169
22.5,167.5,0.73,171
22.5,172.5,0.71,173
22.5,177.5,0.65,172
22.5,182.5,0.64,171
22.5,187.5,0.51,168
22.5,192.5,0.4,166
22.5,197.5,0.31,162
22.5,202.5,0.11,141
22.5,207.5,0.09,130
22.5,212.5,0.15,140
22.5,217.5,0.26,147
22.5,222.5,0.27,142
22.5,227.5,0.22,142
22.5,232.5,0.22,147
22.5,237.5,0.42,158
22.5,242.5,0.94,167
22.5,247.5,1.35,172
22.5,252.5,1.52,173
22.5,257.5,-0.38,81
22.5,262.5,0.45,154
22.5,267.5,0.34,147
22.5,272.5,0.32,147
22.5,277.5,0.29,144
22.5,282.5,0.44,155
22.5,287.5,0.48,159
22.5,292.5,0.4,161
22.5,297.5,0.48,164
22.5,302.5,0.61,172
22.5,307.5,0.81,174
22.5,312.5,0.97,174
22.5,317.5,1.22,174
22.5,322.5,1.43,174
22.5,327.5,1.58,174
22.5,332.5,1.67,174
22.5,337.5,1.82,174
22.5,342.5,1.81,174
22.5,347.5,0.91,158
22.5,352.5,1.05,157
22.5,357.5,0.74,149
27.5,2.5,0.51,140
27.5,7.5,0.33,139
27.5,12.5,0.67,149
27.5,17.5,1.02,159
27.5,22.5,1.64,171
27.5,27.5,2.47,173
27.5,32.5,2.53,174
27.5,37.5,2.63,174
27.5,42.5,2.75,174
27.5,47.5,2.57,174
27.5,52.5,1.38,173
27.5,57.5,1.47,173
27.5,62.5,1.86,171
27.5,67.5,1.23,170
27.5,72.5,0.88,165
27.5,77.5,0.58,166
27.5,82.5,0.68,163
27.5,87.5,1.45,172
27.5,92.5,1.68,171
27.5,97.5,1.39,172
27.5,102.5,1.96,174
27.5,107.5,1.54,159
27.5,112.5,0.56,126
27.5,117.5,0.56,142
27.5,122.5,0.1,154
27.5,127.5,0.65,166
27.5,132.5,0.68,164
27.5,137.5,0.36,159
27.5,142.5,0.3,161
27.5,147.5,0.29,150
27.5,152.5,0.59,157
27.5,157.5,1,170
27.5,162.5,1.2,172
27.5,167.5,1.25,174
27.5,172.5,1.2,174
27.5,177.5,1.05,174
27.5,182.5,0.75,169
27.5,187.5,0.65,163
27.5,192.5,0.57,164
27.5,197.5,0.54,168
27.5,202.5,0.35,156
27.5,207.5,0.2,144
27.5,212.5,0.21,141
27.5,217.5,0.36,150
27.5,222.5,0.47,152
27.5,227.5,0.43,150
27.5,232.5,0.38,150
27.5,237.5,0.58,158
27.5,242.5,1.21,165
27.5,247.5,1.5,169
27.5,252.5,1.1,160
27.5,257.5,1.24,159
27.5,262.5,0.97,160
27.5,267.5,0.23,117
27.5,272.5,0.06,92
27.5,277.5,0,87
27.5,282.5,0.16,115
27.5,287.5,0.12,130
27.5,292.5,0.03,129
27.5,297.5,0.1,146
27.5,302.5,0.24,155
27.5,307.5,0.44,165
27.5,312.5,0.62,174
27.5,317.5,0.9,174
27.5,322.5,1.19,174
27.5,327.5,1.54,174
27.5,332.5,1.79,174
27.5,337.5,1.89,174
27.5,342.5,1.78,174
27.5,347.5,1.33,173
27.5,352.5,0.24,140
27.5,357.5,0.32,143
32.5,2.5,1.55,167
32.5,7.5,1.15,161
32.5,12.5,0.86,165
32.5,17.5,1.14,173
32.5,22.5,1.35,173
32.5,27.5,1.46,174
32.5,32.5,1.69,174
32.5,37.5,2.95,174
32.5,42.5,2.78,174
32.5,47.5,2.92,173
32.5,52.5,3.28,174
32.5,57.5,2.11,168
32.5,62.5,2.28,171
32.5,67.5,1.58,165
32.5,72.5,0.9,167
32.5,77.5,0.54,154
32.5,82.5,0.31,140
32.5,87.5,-0.2,137
32.5,92.5,0.58,150
32.5,97.5,1.02,155
32.5,102.5,1.27,162
32.5,107.5,0.7,143
32.5,112.5,-0.09,111
32.5,117.5,-0.36,111
32.5,122.5,-0.24,119
32.5,127.5,0.71,169
32.5,132.5,0.95,174
32.5,137.5,0.68,172
32.5,142.5,0.41,161
32.5,147.5,0.3,150
32.5,152.5,0.45,155
32.5,157.5,0.85,171
32.5,162.5,1.32,174
32.5,167.5,1.56,174
32.5,172.5,1.48,173
32.5,177.5,1.32,172
32.5,182.5,1.14,169
32.5,187.5,0.8,162
32.5,192.5,0.73,158
32.5,197.5,0.76,158
32.5,202.5,0.71,160
32.5,207.5,0.61,155
32.5,212.5,0.6,149
32.5,217.5,0.64,152
32.5,222.5,0.68,158
32.5,227.5,0.7,159
32.5,232.5,0.66,163
32.5,237.5,1,168
32.5,242.5,1.57,170
32.5,247.5,1.72,161
32.5,252.5,1.23,150
32.5,257.5,2.13,165
32.5,262.5,1.94,158
32.5,267.5,1.08,138
32.5,272.5,0.56,118
32.5,277.5,0.71,129
32.5,282.5,0.15,93
32.5,287.5,0.09,104
32.5,292.5,-0.06,112
32.5,297.5,0.03,142
32.5,302.5,0.11,139
32.5,307.5,0.23,145
32.5,312.5,0.31,158
32.5,317.5,0.41,162
32.5,322.5,0.6,171
32.5,327.5,1.05,174
32.5,332.5,1.54,174
32.5,337.5,1.82,174
32.5,342.5,1.69,174
32.5,347.5,1.4,174
32.5,352.5,0.82,164
32.5,357.5,1.26,160
37.5,2.5,0.81,165
37.5,7.5,1.04,171
37.5,12.5,0.88,170
37.5,17.5,0.97,172
37.5,22.5,1.38,172
37.5,27.5,2.17,174
37.5,32.5,3.01,174
37.5,37.5,3.03,174
37.5,42.5,3.52,172
37.5,47.5,3.13,174
37.5,52.5,1.96,174
37.5,57.5,3.07,171
37.5,62.5,2.53,161
37.5,67.5,2.55,164
37.5,72.5,3.28,174
37.5,77.5,2.08,170
37.5,82.5,1.59,165
37.5,87.5,1.58,166
37.5,92.5,1.51,169
37.5,97.5,1.5,166
37.5,102.5,1.61,169
37.5,107.5,-0.09,114
37.5,112.5,-1.68,62
37.5,117.5,-1.36,65
37.5,122.5,-0.33,101
37.5,127.5,0.62,152
37.5,132.5,1.49,174
37.5,137.5,1.38,174
37.5,142.5,1.51,174
37.5,147.5,1.24,169
37.5,152.5,0.95,167
37.5,157.5,1.2,170
37.5,162.5,1.58,172
37.5,167.5,1.87,172
37.5,172.5,1.95,172
37.5,177.5,1.82,170
