# Title: December 1960 Global Gridded Average Temperature
# Units: Degrees Celsius
# Base Period: 1991-2020
# Missing: -999.00
Latitude,Longitude,Anomaly,Rank
-27.5,57.5,-0.43,73
-27.5,62.5,-0.67,39
-27.5,67.5,-0.71,41
-27.5,72.5,-0.84,36
-27.5,77.5,-0.85,42
-27.5,82.5,-0.68,59
-27.5,87.5,-0.39,94
-27.5,92.5,-0.08,116
-27.5,97.5,0.11,124
-27.5,102.5,0.09,129
-27.5,107.5,0.06,136
-27.5,112.5,-0.05,126
-27.5,117.5,-0.1,111
-27.5,122.5,-0.4,77
-27.5,127.5,-1.15,43
-27.5,132.5,-0.56,84
-27.5,137.5,-0.41,87
-27.5,142.5,-1.76,39
-27.5,147.5,-2.1,28
-27.5,152.5,-2.2,3
-27.5,157.5,-1.1,22
-27.5,162.5,-0.95,32
-27.5,167.5,-0.86,33
-27.5,172.5,-0.54,59
-27.5,177.5,-0.45,65
-27.5,182.5,-0.46,72
-27.5,187.5,-0.37,90
-27.5,192.5,-0.42,90
-27.5,197.5,-0.42,97
-27.5,202.5,-0.45,91
-27.5,207.5,-0.54,83
-27.5,212.5,-0.65,72
-27.5,217.5,-0.6,74
-27.5,222.5,-0.6,69
-27.5,227.5,-0.34,95
-27.5,232.5,-0.25,94
-27.5,237.5,0.01,117
-27.5,242.5,0.19,135
-27.5,247.5,0.3,144
-27.5,252.5,0.14,134
-27.5,257.5,0.19,131
-27.5,262.5,0.13,115
-27.5,267.5,0.09,106
-27.5,272.5,-0.04,97
-27.5,277.5,-0.07,93
-27.5,282.5,0.17,118
-27.5,287.5,0.29,138
-27.5,292.5,0.4,152
-27.5,297.5,-0.67,97
-27.5,302.5,0.47,146
-27.5,307.5,0.38,162
-27.5,312.5,-0.5,118
-27.5,317.5,-0.5,103
-27.5,322.5,-0.65,83
-27.5,327.5,-0.94,60
-27.5,332.5,-1.31,32
-27.5,337.5,-1.48,17
-27.5,342.5,-1.41,12
-27.5,347.5,-1.14,24
-27.5,352.5,-0.81,41
-27.5,357.5,-0.39,87
-22.5,2.5,-0.19,105
-22.5,7.5,0.06,141
-22.5,12.5,-0.11,135
-22.5,17.5,0.31,132
-22.5,22.5,0.57,139
-22.5,27.5,-0.77,87
-22.5,32.5,-0.34,127
-22.5,37.5,-0.28,109
-22.5,42.5,-0.29,112
-22.5,47.5,-0.74,73
-22.5,52.5,-0.94,10
-22.5,57.5,-1.1,6
-22.5,62.5,-1.23,2
-22.5,67.5,-1.2,12
-22.5,72.5,-1.12,21
-22.5,77.5,-0.96,36
-22.5,82.5,-0.72,53
-22.5,87.5,-0.46,70
-22.5,92.5,-0.15,103
-22.5,97.5,0.01,121
-22.5,102.5,-0.01,127
-22.5,107.5,-0.03,128
-22.5,112.5,-0.06,128
-22.5,117.5,-0.79,55
-22.5,122.5,-0.09,109
-22.5,127.5,0.43,118
-22.5,132.5,-0.45,74
-22.5,137.5,-1.56,41
-22.5,142.5,-2.54,17
-22.5,147.5,-1.82,19
-22.5,152.5,-1.03,20
-22.5,157.5,-0.96,21
-22.5,162.5,-0.92,23
-22.5,167.5,-0.73,38
-22.5,172.5,-0.44,64
-22.5,177.5,-0.25,94
-22.5,182.5,-0.22,110
-22.5,187.5,-0.08,122
-22.5,192.5,-0.1,125
-22.5,197.5,-0.14,126
-22.5,202.5,-0.15,129
-22.5,207.5,-0.2,123
-22.5,212.5,-0.25,130
-22.5,217.5,-0.22,127
-22.5,222.5,-0.11,141
-22.5,227.5,0.11,154
-22.5,232.5,0.35,162
-22.5,237.5,0.53,163
-22.5,242.5,0.53,158
-22.5,247.5,0.39,151
-22.5,252.5,0.24,132
-22.5,257.5,0.05,106
-22.5,262.5,-0.06,94
-22.5,267.5,0.02,103
-22.5,272.5,0,101
-22.5,277.5,0.03,101
-22.5,282.5,0.18,118
-22.5,287.5,0.08,117
-22.5,292.5,-0.53,129
-22.5,297.5,-0.31,121
-22.5,302.5,0.56,160
-22.5,307.5,-0.05,153
-22.5,312.5,-1.1,118
-22.5,317.5,-1.2,76
-22.5,322.5,-1.16,24
-22.5,327.5,-1.42,9
-22.5,332.5,-1.61,4
-22.5,337.5,-1.64,5
-22.5,342.5,-1.47,8
-22.5,347.5,-1.12,20
-22.5,352.5,-0.81,44
-22.5,357.5,-0.47,73
-17.5,2.5,-0.31,105
-17.5,7.5,-0.3,128
-17.5,12.5,-0.59,105
-17.5,17.5,-1.06,45
-17.5,22.5,-0.22,111
-17.5,27.5,-0.15,131
-17.5,32.5,-0.25,127
-17.5,37.5,-0.32,133
-17.5,42.5,-0.53,72
-17.5,47.5,-1.16,53
-17.5,52.5,-1.3,8
-17.5,57.5,-1.44,7
-17.5,62.5,-1.41,8
-17.5,67.5,-1.29,12
-17.5,72.5,-1.03,39
-17.5,77.5,-0.8,53
-17.5,82.5,-0.65,52
-17.5,87.5,-0.43,68
-17.5,92.5,-0.15,114
-17.5,97.5,0.09,136
-17.5,102.5,0.18,145
-17.5,107.5,0.12,146
-17.5,112.5,0.26,147
-17.5,117.5,0.49,150
-17.5,122.5,0.19,131
-17.5,127.5,-0.57,71
-17.5,132.5,-1.06,45
-17.5,137.5,-1.06,38
-17.5,142.5,-0.52,74
-17.5,147.5,-0.92,26
-17.5,152.5,-0.88,28
-17.5,157.5,-0.85,32
-17.5,162.5,-0.73,43
-17.5,167.5,-0.61,60
-17.5,172.5,-0.4,87
-17.5,177.5,-0.23,121
-17.5,182.5,0.03,141
-17.5,187.5,0.09,149
-17.5,192.5,0.08,149
-17.5,197.5,0.04,145
-17.5,202.5,-0.01,152
-17.5,207.5,-0.06,152
-17.5,212.5,-0.11,145
-17.5,217.5,-0.09,142
-17.5,222.5,-0.02,136
-17.5,227.5,0.11,146
-17.5,232.5,0.2,149
-17.5,237.5,0.18,141
-17.5,242.5,0.05,127
-17.5,247.5,-0.11,104
-17.5,252.5,-0.18,91
-17.5,257.5,-0.21,84
-17.5,262.5,-0.18,87
-17.5,267.5,-0.16,92
-17.5,272.5,-0.11,99
-17.5,277.5,-0.01,108
-17.5,282.5,-0.04,118
-17.5,287.5,-0.29,102
-17.5,292.5,-0.87,104
-17.5,297.5,0.33,160
-17.5,302.5,-0.8,106
-17.5,307.5,-1.02,99
-17.5,312.5,-1.25,88
-17.5,317.5,-1.39,82
-17.5,322.5,-0.93,41
-17.5,327.5,-1.06,23
-17.5,332.5,-1.21,12
-17.5,337.5,-1.24,16
-17.5,342.5,-1.15,19
-17.5,347.5,-0.98,32
-17.5,352.5,-0.84,41
-17.5,357.5,-0.57,70
-12.5,2.5,-0.41,102
-12.5,7.5,-0.33,131
-12.5,12.5,-0.43,133
-12.5,17.5,-0.46,97
-12.5,22.5,-0.48,113
-12.5,27.5,-0.09,145
-12.5,32.5,0.25,158
-12.5,37.5,0.39,165
-12.5,42.5,-0.67,47
-12.5,47.5,-0.86,23
-12.5,52.5,-1.26,14
-12.5,57.5,-1.42,10
-12.5,62.5,-1.43,12
-12.5,67.5,-1.23,18
-12.5,72.5,-1.03,35
-12.5,77.5,-0.88,40
-12.5,82.5,-0.77,40
-12.5,87.5,-0.48,77
-12.5,92.5,-0.14,128
-12.5,97.5,0.08,153
-12.5,102.5,0.28,161
-12.5,107.5,0.23,162
-12.5,112.5,0.35,157
-12.5,117.5,0.38,150
-12.5,122.5,0.17,137
-12.5,127.5,-0.15,111
-12.5,132.5,-0.53,65
-12.5,137.5,-0.77,29
-12.5,142.5,-0.86,31
-12.5,147.5,-0.89,32
-12.5,152.5,-0.89,36
-12.5,157.5,-0.76,55
-12.5,162.5,-0.57,79
-12.5,167.5,-0.43,98
-12.5,172.5,-0.3,126
-12.5,177.5,-0.19,141
-12.5,182.5,-0.01,158
-12.5,187.5,-0.05,155
-12.5,192.5,-0.01,155
-12.5,197.5,0,153
-12.5,202.5,-0.06,144
-12.5,207.5,-0.11,133
-12.5,212.5,-0.15,127
-12.5,217.5,-0.14,116
-12.5,222.5,-0.17,116
-12.5,227.5,-0.16,117
-12.5,232.5,-0.2,111
-12.5,237.5,-0.3,99
-12.5,242.5,-0.4,86
-12.5,247.5,-0.5,71
-12.5,252.5,-0.52,62
-12.5,257.5,-0.5,62
-12.5,262.5,-0.46,70
-12.5,267.5,-0.47,72
-12.5,272.5,-0.41,77
-12.5,277.5,-0.19,98
-12.5,282.5,-0.19,114
-12.5,287.5,0.09,156
-12.5,292.5,-0.22,122
-12.5,297.5,-0.47,115
-12.5,302.5,-0.81,92
-12.5,307.5,-1.29,74
-12.5,312.5,-1.64,69
-12.5,317.5,-1.2,98
-12.5,322.5,-0.71,96
-12.5,327.5,-0.57,54
-12.5,332.5,-0.66,47
-12.5,337.5,-0.74,43
-12.5,342.5,-0.75,47
-12.5,347.5,-0.73,59
-12.5,352.5,-0.73,56
-12.5,357.5,-0.69,64
-7.5,2.5,-0.18,121
-7.5,7.5,0.05,150
-7.5,12.5,-0.11,148
-7.5,17.5,0.32,162
-7.5,22.5,-0.16,146
-7.5,27.5,0.01,154
-7.5,32.5,0.57,162
-7.5,37.5,-0.09,148
-7.5,42.5,-0.63,53
-7.5,47.5,-0.68,55
-7.5,52.5,-0.86,37
-7.5,57.5,-1,28
-7.5,62.5,-0.97,30
-7.5,67.5,-0.92,38
-7.5,72.5,-0.97,34
-7.5,77.5,-0.99,27
-7.5,82.5,-0.81,41
-7.5,87.5,-0.38,110
-7.5,92.5,-0.04,142
-7.5,97.5,0.18,162
-7.5,102.5,0.28,163
-7.5,107.5,0.25,163
-7.5,112.5,0.13,147
-7.5,117.5,-0.01,138
-7.5,122.5,-0.16,126
-7.5,127.5,-0.35,95
-7.5,132.5,-0.64,46
-7.5,137.5,-0.8,35
-7.5,142.5,-0.77,46
-7.5,147.5,-0.84,40
-7.5,152.5,-0.9,45
-7.5,157.5,-0.7,69
-7.5,162.5,-0.46,100
-7.5,167.5,-0.34,117
-7.5,172.5,-0.27,123
-7.5,177.5,-0.24,133
-7.5,182.5,-0.15,136
-7.5,187.5,-0.16,134
-7.5,192.5,-0.15,124
-7.5,197.5,-0.13,124
-7.5,202.5,-0.13,125
-7.5,207.5,-0.2,117
-7.5,212.5,-0.22,113
-7.5,217.5,-0.26,110
-7.5,222.5,-0.31,107
-7.5,227.5,-0.4,99
-7.5,232.5,-0.48,93
-7.5,237.5,-0.59,80
-7.5,242.5,-0.71,72
-7.5,247.5,-0.78,65
-7.5,252.5,-0.78,64
-7.5,257.5,-0.71,67
-7.5,262.5,-0.64,70
-7.5,267.5,-0.65,67
-7.5,272.5,-0.53,76
-7.5,277.5,-0.15,109
-7.5,282.5,-0.4,119
-7.5,287.5,0.25,161
-7.5,292.5,0.03,152
-7.5,297.5,-0.34,115
-7.5,302.5,-0.64,107
-7.5,307.5,-0.22,124
-7.5,312.5,-0.53,114
-7.5,317.5,-1.07,103
-7.5,322.5,-1.04,84
-7.5,327.5,-0.5,75
-7.5,332.5,-0.44,72
-7.5,337.5,-0.47,71
-7.5,342.5,-0.49,76
-7.5,347.5,-0.51,86
-7.5,352.5,-0.49,86
-7.5,357.5,-0.51,85
-2.5,2.5,-0.09,136
-2.5,7.5,0.08,153
-2.5,12.5,0,152
-2.5,17.5,-0.16,146
-2.5,22.5,0.24,162
-2.5,27.5,0.21,162
-2.5,32.5,0.45,163
-2.5,37.5,-0.32,142
-2.5,42.5,-0.41,95
-2.5,47.5,-0.35,99
-2.5,52.5,-0.5,87
-2.5,57.5,-0.64,71
-2.5,62.5,-0.61,71
-2.5,67.5,-0.59,72
-2.5,72.5,-0.71,60
-2.5,77.5,-0.75,56
-2.5,82.5,-0.62,72
-2.5,87.5,-0.41,108
-2.5,92.5,-0.26,116
-2.5,97.5,-0.19,115
-2.5,102.5,-0.42,124
-2.5,107.5,-0.21,125
-2.5,112.5,-0.2,144
-2.5,117.5,-0.27,121
-2.5,122.5,-0.31,110
-2.5,127.5,-0.48,85
-2.5,132.5,-0.68,53
-2.5,137.5,-0.76,43
-2.5,142.5,-0.84,42
-2.5,147.5,-0.8,49
-2.5,152.5,-0.73,60
-2.5,157.5,-0.54,78
-2.5,162.5,-0.29,113
-2.5,167.5,-0.13,128
-2.5,172.5,-0.06,126
-2.5,177.5,-0.16,113
-2.5,182.5,-0.13,117
-2.5,187.5,-0.2,115
-2.5,192.5,-0.27,103
-2.5,197.5,-0.23,105
-2.5,202.5,-0.23,105
-2.5,207.5,-0.29,106
-2.5,212.5,-0.27,106
-2.5,217.5,-0.3,109
-2.5,222.5,-0.45,101
-2.5,227.5,-0.61,94
-2.5,232.5,-0.74,78
-2.5,237.5,-0.91,66
-2.5,242.5,-1.02,55
-2.5,247.5,-1.02,55
-2.5,252.5,-0.95,59
-2.5,257.5,-0.81,68
-2.5,262.5,-0.69,72
-2.5,267.5,-0.58,87
-2.5,272.5,-0.51,93
-2.5,277.5,-0.22,108
-2.5,282.5,-0.24,141
-2.5,287.5,0.02,154
-2.5,292.5,-0.42,129
-2.5,297.5,-0.57,111
-2.5,302.5,-0.26,136
-2.5,307.5,-0.76,97
-2.5,312.5,-0.75,96
-2.5,317.5,-0.51,103
-2.5,322.5,-0.25,132
-2.5,327.5,-0.23,124
-2.5,332.5,-0.2,128
-2.5,337.5,-0.2,126
-2.5,342.5,-0.12,132
-2.5,347.5,-0.02,132
-2.5,352.5,-0.06,129
-2.5,357.5,-0.19,129
2.5,2.5,-0.39,117
2.5,7.5,-0.42,117
2.5,12.5,-0.38,140
2.5,17.5,-0.16,149
2.5,22.5,0.19,157
2.5,27.5,-0.07,156
2.5,32.5,-0.14,142
2.5,37.5,-0.15,133
2.5,42.5,-0.41,113
2.5,47.5,-0.46,104
2.5,52.5,-0.41,98
2.5,57.5,-0.56,77
2.5,62.5,-0.57,75
2.5,67.5,-0.6,70
2.5,72.5,-0.66,61
2.5,77.5,-0.74,56
2.5,82.5,-0.69,62
2.5,87.5,-0.63,65
2.5,92.5,-0.55,70
2.5,97.5,-0.59,90
2.5,102.5,-0.46,110
2.5,107.5,-0.19,121
2.5,112.5,-0.35,127
2.5,117.5,-0.29,138
2.5,122.5,-0.37,101
2.5,127.5,-0.46,82
2.5,132.5,-0.64,57
2.5,137.5,-0.71,52
2.5,142.5,-0.67,66
2.5,147.5,-0.61,74
2.5,152.5,-0.55,78
2.5,157.5,-0.43,94
2.5,162.5,-0.22,118
2.5,167.5,0.01,136
2.5,172.5,-0.01,133
2.5,177.5,-0.06,120
2.5,182.5,-0.02,122
2.5,187.5,-0.04,119
2.5,192.5,-0.09,113
2.5,197.5,-0.05,113
2.5,202.5,-0.08,110
2.5,207.5,-0.14,108
2.5,212.5,-0.18,109
2.5,217.5,-0.24,105
2.5,222.5,-0.32,99
2.5,227.5,-0.51,91
2.5,232.5,-0.71,76
2.5,237.5,-0.89,64
2.5,242.5,-0.99,59
2.5,247.5,-0.99,55
2.5,252.5,-0.87,60
2.5,257.5,-0.74,65
2.5,262.5,-0.6,76
2.5,267.5,-0.45,95
2.5,272.5,-0.38,97
2.5,277.5,-0.47,81
2.5,282.5,-0.59,94
2.5,287.5,-1.04,69
2.5,292.5,-0.26,134
2.5,297.5,-0.47,121
2.5,302.5,-0.92,91
2.5,307.5,-1.01,55
2.5,312.5,-0.04,134
2.5,317.5,-0.1,131
2.5,322.5,-0.17,133
2.5,327.5,-0.17,140
2.5,332.5,-0.18,136
2.5,337.5,-0.12,144
2.5,342.5,-0.05,145
2.5,347.5,0.04,148
2.5,352.5,-0.2,131
2.5,357.5,-0.32,121
7.5,2.5,-0.79,109
7.5,7.5,0.08,153
7.5,12.5,0.94,166
7.5,17.5,1.06,167
7.5,22.5,1.12,167
7.5,27.5,1.31,169
7.5,32.5,0.68,157
7.5,37.5,-0.06,150
7.5,42.5,-0.23,137
7.5,47.5,-0.67,102
7.5,52.5,-0.44,100
7.5,57.5,-0.57,80
7.5,62.5,-0.6,74
7.5,67.5,-0.61,71
7.5,72.5,-0.7,62
7.5,77.5,-0.67,74
7.5,82.5,-0.57,95
7.5,87.5,-0.64,74
7.5,92.5,-0.63,70
7.5,97.5,-0.54,84
7.5,102.5,-0.34,112
7.5,107.5,-0.07,120
7.5,112.5,-0.17,107
7.5,117.5,-0.46,81
7.5,122.5,-0.65,49
7.5,127.5,-0.62,60
7.5,132.5,-0.55,76
7.5,137.5,-0.63,55
7.5,142.5,-0.52,71
7.5,147.5,-0.46,84
7.5,152.5,-0.42,97
7.5,157.5,-0.32,114
7.5,162.5,-0.18,128
7.5,167.5,-0.01,148
7.5,172.5,0.02,148
7.5,177.5,0.01,144
7.5,182.5,-0.03,137
7.5,187.5,-0.09,130
7.5,192.5,-0.08,124
7.5,197.5,-0.08,120
7.5,202.5,-0.11,119
7.5,207.5,-0.15,113
7.5,212.5,-0.23,111
7.5,217.5,-0.29,105
7.5,222.5,-0.19,111
7.5,227.5,-0.19,108
7.5,232.5,-0.3,96
7.5,237.5,-0.42,82
7.5,242.5,-0.44,79
7.5,247.5,-0.52,73
7.5,252.5,-0.61,63
7.5,257.5,-0.64,64
7.5,262.5,-0.66,60
7.5,267.5,-0.48,80
7.5,272.5,-0.39,91
7.5,277.5,-0.43,83
7.5,282.5,-0.7,65
7.5,287.5,-1.59,33
7.5,292.5,-0.7,94
7.5,297.5,-0.91,89
7.5,302.5,-0.42,111
7.5,307.5,-0.22,119
7.5,312.5,-0.29,102
7.5,317.5,-0.39,87
7.5,322.5,-0.44,86
7.5,327.5,-0.46,97
7.5,332.5,-0.5,93
7.5,337.5,-0.42,108
7.5,342.5,-0.36,117
7.5,347.5,-0.54,121
7.5,352.5,-0.69,125
7.5,357.5,-0.99,93
12.5,2.5,0.21,136
12.5,7.5,1.79,170
12.5,12.5,2.37,173
12.5,17.5,1.89,170
12.5,22.5,2.48,173
12.5,27.5,2.58,168
12.5,32.5,2.39,173
12.5,37.5,-0.47,113
12.5,42.5,-0.28,145
12.5,47.5,-0.55,104
12.5,52.5,-0.35,108
12.5,57.5,-0.47,99
12.5,62.5,-0.52,95
12.5,67.5,-0.48,101
12.5,72.5,-0.61,79
12.5,77.5,-0.33,119
12.5,82.5,-0.53,100
12.5,87.5,-0.64,83
12.5,92.5,-0.69,76
12.5,97.5,-0.66,82
12.5,102.5,-0.91,82
12.5,107.5,-0.57,113
12.5,112.5,-0.26,114
12.5,117.5,-0.5,83
12.5,122.5,-0.69,61
12.5,127.5,-0.72,51
12.5,132.5,-0.66,43
12.5,137.5,-0.62,59
12.5,142.5,-0.45,87
12.5,147.5,-0.28,103
12.5,152.5,-0.16,121
12.5,157.5,-0.01,141
12.5,162.5,0.14,151
12.5,167.5,0.22,160
12.5,172.5,0.18,161
12.5,177.5,0.15,159
12.5,182.5,0.08,153
12.5,187.5,0.02,143
12.5,192.5,0.01,139
12.5,197.5,-0.03,133
12.5,202.5,-0.05,132
12.5,207.5,-0.03,137
12.5,212.5,-0.1,129
12.5,217.5,-0.16,122
12.5,222.5,-0.1,125
12.5,227.5,-0.07,121
12.5,232.5,-0.11,116
12.5,237.5,-0.19,105
12.5,242.5,-0.2,103
12.5,247.5,-0.21,106
12.5,252.5,-0.31,101
12.5,257.5,-0.47,80
12.5,262.5,-0.59,69
12.5,267.5,-0.53,80
12.5,272.5,-0.66,64
12.5,277.5,-0.3,109
12.5,282.5,-0.19,119
12.5,287.5,-0.28,117
12.5,292.5,-0.24,119
12.5,297.5,-0.26,114
12.5,302.5,-0.3,108
12.5,307.5,-0.33,91
12.5,312.5,-0.48,70
12.5,317.5,-0.57,64
12.5,322.5,-0.57,63
12.5,327.5,-0.63,62
12.5,332.5,-0.73,56
12.5,337.5,-0.87,49
12.5,342.5,-1.26,34
12.5,347.5,-1.33,65
12.5,352.5,-0.94,89
12.5,357.5,-0.43,106
17.5,2.5,-0.04,115
17.5,7.5,1.44,157
17.5,12.5,2.56,171
17.5,17.5,3,173
17.5,22.5,3.81,174
17.5,27.5,4.36,174
17.5,32.5,3.12,172
17.5,37.5,-0.06,141
17.5,42.5,-0.56,114
17.5,47.5,-0.69,109
17.5,52.5,-0.48,131
17.5,57.5,-0.4,118
17.5,62.5,-0.43,104
17.5,67.5,-0.35,113
17.5,72.5,-0.18,136
17.5,77.5,0.69,160
17.5,82.5,-0.14,138
17.5,87.5,-0.68,76
17.5,92.5,-0.86,58
17.5,97.5,-0.95,99
17.5,102.5,-1.58,56
17.5,107.5,-0.42,109
17.5,112.5,-0.37,111
17.5,117.5,-0.66,92
17.5,122.5,-0.92,52
17.5,127.5,-1.06,16
17.5,132.5,-0.95,18
17.5,137.5,-0.69,33
17.5,142.5,-0.41,84
17.5,147.5,-0.16,113
17.5,152.5,0.01,133
17.5,157.5,0.19,153
17.5,162.5,0.31,160
17.5,167.5,0.29,161
17.5,172.5,0.24,157
17.5,177.5,0.16,152
17.5,182.5,0.1,148
17.5,187.5,0.09,148
17.5,192.5,0.1,149
17.5,197.5,0.12,145
17.5,202.5,0.04,134
17.5,207.5,0.06,134
17.5,212.5,0.01,130
17.5,217.5,-0.08,122
17.5,222.5,-0.19,115
17.5,227.5,-0.32,99
17.5,232.5,-0.35,91
17.5,237.5,-0.32,94
17.5,242.5,-0.36,86
17.5,247.5,-0.16,107
17.5,252.5,0.12,131
17.5,257.5,-0.27,100
17.5,262.5,-0.7,61
17.5,267.5,-0.92,55
17.5,272.5,-0.87,48
17.5,277.5,-0.24,103
17.5,282.5,-0.27,106
17.5,287.5,-0.25,115
17.5,292.5,-0.26,116
17.5,297.5,-0.27,121
17.5,302.5,-0.23,112
17.5,307.5,-0.35,100
17.5,312.5,-0.47,82
17.5,317.5,-0.46,81
17.5,322.5,-0.42,92
17.5,327.5,-0.47,86
17.5,332.5,-0.58,72
17.5,337.5,-0.87,54
17.5,342.5,-1.72,16
17.5,347.5,-3.42,11
17.5,352.5,-3.65,12
17.5,357.5,-2.02,30
22.5,2.5,-2.78,24
22.5,7.5,-0.73,83
22.5,12.5,0.77,145
22.5,17.5,2.23,168
22.5,22.5,3.86,174
22.5,27.5,3.79,174
22.5,32.5,4.8,174
22.5,37.5,0.28,152
22.5,42.5,-0.99,99
22.5,47.5,-1.6,64
22.5,52.5,-1.33,82
22.5,57.5,-0.36,138
22.5,62.5,-0.45,99
22.5,67.5,-0.39,111
22.5,72.5,0.09,144
22.5,77.5,0.9,165
22.5,82.5,-0.13,125
22.5,87.5,-0.36,119
22.5,92.5,-0.59,117
22.5,97.5,-0.08,149
22.5,102.5,-0.81,80
22.5,107.5,-0.94,54
22.5,112.5,-0.76,69
22.5,117.5,-0.76,92
22.5,122.5,-1.1,49
22.5,127.5,-1.44,9
22.5,132.5,-1.26,11
22.5,137.5,-0.85,36
22.5,142.5,-0.54,83
22.5,147.5,-0.18,115
22.5,152.5,0.17,148
22.5,157.5,0.3,147
22.5,162.5,0.32,152
22.5,167.5,0.25,153
22.5,172.5,0.07,132
22.5,177.5,0.04,128
22.5,182.5,0.06,134
22.5,187.5,0.04,133
22.5,192.5,0.01,136
22.5,197.5,0.05,138
22.5,202.5,0.05,134
22.5,207.5,0.15,141
22.5,212.5,0.07,127
22.5,217.5,-0.06,119
22.5,222.5,-0.33,83
22.5,227.5,-0.67,61
22.5,232.5,-0.75,59
22.5,237.5,-0.68,60
22.5,242.5,-0.67,61
22.5,247.5,-0.28,84
22.5,252.5,0.17,118
22.5,257.5,-0.81,60
22.5,262.5,-0.9,54
22.5,267.5,0,115
22.5,272.5,-0.08,103
22.5,277.5,-0.23,84
22.5,282.5,-0.32,78
22.5,287.5,-0.33,96
22.5,292.5,-0.19,120
22.5,297.5,-0.18,124
22.5,302.5,-0.19,125
22.5,307.5,-0.16,126
22.5,312.5,-0.11,128
22.5,317.5,-0.07,127
22.5,322.5,-0.1,129
22.5,327.5,-0.16,118
22.5,332.5,-0.23,115
22.5,337.5,-0.41,93
22.5,342.5,-1.03,52
22.5,347.5,-3.87,11
22.5,352.5,-4.25,6
22.5,357.5,-3.65,15
27.5,2.5,-2.55,36
27.5,7.5,-1.5,64
27.5,12.5,-0.52,105
27.5,17.5,0.24,140
27.5,22.5,2.28,173
27.5,27.5,2.66,174
27.5,32.5,2.49,173
27.5,37.5,1.46,169
27.5,42.5,-0.83,92
27.5,47.5,-0.6,97
27.5,52.5,-0.55,98
27.5,57.5,-0.98,77
27.5,62.5,-1.48,48
27.5,67.5,-1.12,72
27.5,72.5,-0.75,95
27.5,77.5,0.24,150
27.5,82.5,0.71,165
27.5,87.5,0.09,154
27.5,92.5,0.4,164
27.5,97.5,0.06,149
27.5,102.5,-0.39,101
27.5,107.5,-0.52,74
27.5,112.5,-1.04,59
27.5,117.5,-1.4,53
27.5,122.5,-0.61,93
27.5,127.5,-1.04,52
27.5,132.5,-1.2,27
27.5,137.5,-0.96,43
27.5,142.5,-0.68,74
27.5,147.5,-0.46,82
27.5,152.5,-0.11,115
27.5,157.5,0.12,128
27.5,162.5,0.08,129
27.5,167.5,0.04,136
27.5,172.5,-0.15,114
27.5,177.5,-0.18,115
27.5,182.5,-0.26,111
27.5,187.5,-0.31,106
27.5,192.5,-0.37,103
27.5,197.5,-0.4,97
27.5,202.5,-0.37,87
27.5,207.5,-0.23,100
27.5,212.5,-0.08,111
27.5,217.5,0.03,113
27.5,222.5,-0.08,102
27.5,227.5,-0.35,77
27.5,232.5,-0.57,63
27.5,237.5,-0.51,72
27.5,242.5,-0.42,69
27.5,247.5,-0.64,74
27.5,252.5,-0.82,43
27.5,257.5,-2.87,13
27.5,262.5,-1.45,38
27.5,267.5,0.1,111
27.5,272.5,0.22,107
27.5,277.5,-0.22,75
27.5,282.5,-0.2,77
27.5,287.5,-0.14,94
27.5,292.5,-0.17,110
27.5,297.5,-0.13,126
27.5,302.5,-0.01,138
27.5,307.5,0.18,149
27.5,312.5,0.32,160
27.5,317.5,0.41,168
27.5,322.5,0.38,168
27.5,327.5,0.27,162
27.5,332.5,0.14,157
27.5,337.5,-0.07,135
27.5,342.5,-0.53,93
27.5,347.5,-1.52,43
27.5,352.5,-2.66,26
27.5,357.5,-2.85,27
32.5,2.5,-1.41,70
32.5,7.5,-1.11,83
32.5,12.5,-0.9,79
32.5,17.5,0.16,145
32.5,22.5,0.75,166
32.5,27.5,0.99,168
32.5,32.5,1.03,170
32.5,37.5,2.44,173
32.5,42.5,0.86,138
32.5,47.5,-0.1,119
32.5,52.5,-2.25,41
32.5,57.5,-2.66,29
32.5,62.5,-1.78,53
32.5,67.5,-0.74,100
32.5,72.5,-0.44,117
32.5,77.5,0.85,163
32.5,82.5,2.1,167
32.5,87.5,-0.33,128
32.5,92.5,-0.35,126
32.5,97.5,-0.21,121
32.5,102.5,-0.36,90
32.5,107.5,-0.12,100
32.5,112.5,-1.31,60
32.5,117.5,-2.15,33
32.5,122.5,-0.18,126
32.5,127.5,-0.28,123
32.5,132.5,-0.34,123
32.5,137.5,-0.45,108
32.5,142.5,-0.49,96
32.5,147.5,-0.48,81
32.5,152.5,-0.37,94
32.5,157.5,-0.24,102
32.5,162.5,-0.1,123
32.5,167.5,-0.13,127
32.5,172.5,-0.24,109
32.5,177.5,-0.17,123
32.5,182.5,-0.22,119
32.5,187.5,-0.47,91
32.5,192.5,-0.66,78
32.5,197.5,-0.83,61
32.5,202.5,-0.89,51
32.5,207.5,-0.72,55
32.5,212.5,-0.48,67
32.5,217.5,-0.26,69
32.5,222.5,-0.12,87
32.5,227.5,-0.04,98
32.5,232.5,-0.18,98
32.5,237.5,-0.22,86
32.5,242.5,-0.39,88
32.5,247.5,-1.02,47
32.5,252.5,-2.79,15
32.5,257.5,-3.13,20
32.5,262.5,-2.37,36
32.5,267.5,-2.45,26
32.5,272.5,-2.14,25
32.5,277.5,-2.84,15
32.5,282.5,-0.26,55
32.5,287.5,-0.14,78
32.5,292.5,-0.28,95
