# Title: December 1960 Global Gridded Average Temperature
# Units: Degrees Celsius
# Base Period: 1991-2020
# Missing: -999.00
Latitude,Longitude,Anomaly,Rank
-67.5,122.5,-0.8,9
-67.5,127.5,-0.76,11
-67.5,132.5,-1.4,7
-67.5,137.5,-1.35,8
-67.5,142.5,-1.01,16
-67.5,147.5,-0.97,8
-67.5,152.5,-0.31,16
-67.5,157.5,-0.1,68
-67.5,162.5,-0.12,1
-67.5,167.5,-0.12,129
-67.5,172.5,-0.09,124
-67.5,177.5,0.05,115
-67.5,182.5,0.05,109
-67.5,187.5,0.11,105
-67.5,192.5,0.13,113
-67.5,197.5,0.16,119
-67.5,202.5,0.11,137
-67.5,207.5,-0.03,59
-67.5,212.5,-0.05,43
-67.5,217.5,-0.05,47
-67.5,222.5,-0.02,66
-67.5,227.5,-0.05,68
-67.5,232.5,-0.12,56
-67.5,237.5,-0.25,48
-67.5,242.5,-0.4,32
-67.5,247.5,-0.5,29
-67.5,252.5,-0.52,33
-67.5,257.5,-0.48,39
-67.5,262.5,-0.32,55
-67.5,267.5,-0.15,80
-67.5,272.5,-0.23,73
-67.5,277.5,-0.11,112
-67.5,282.5,-0.14,109
-67.5,287.5,-0.15,119
-67.5,292.5,-0.37,78
-67.5,297.5,-0.07,93
-67.5,302.5,-0.02,1
-67.5,307.5,-0.01,1
-67.5,312.5,-0.01,1
-67.5,317.5,-0.01,1
-67.5,322.5,-0.02,1
-67.5,327.5,-0.04,1
-67.5,332.5,-0.06,1
-67.5,337.5,-0.07,144
-67.5,342.5,-0.12,140
-67.5,347.5,-0.14,132
-67.5,352.5,-0.16,37
-67.5,357.5,-0.21,23
-62.5,2.5,-0.4,19
-62.5,7.5,-0.32,37
-62.5,12.5,-0.33,39
-62.5,17.5,-0.46,26
-62.5,22.5,-0.5,37
-62.5,27.5,-0.56,46
-62.5,32.5,-0.35,76
-62.5,37.5,-0.34,84
-62.5,42.5,-0.32,92
-62.5,47.5,-0.28,107
-62.5,52.5,-0.21,108
-62.5,57.5,-0.13,113
-62.5,62.5,-0.07,121
-62.5,67.5,0.04,138
-62.5,72.5,-0.01,125
-62.5,77.5,-0.15,116
-62.5,82.5,-0.33,102
-62.5,87.5,-0.46,104
-62.5,92.5,-0.53,107
-62.5,97.5,-0.22,81
-62.5,102.5,-0.31,74
-62.5,107.5,-0.86,27
-62.5,112.5,-0.66,84
-62.5,117.5,-0.59,81
-62.5,122.5,-0.65,81
-62.5,127.5,-0.56,85
-62.5,132.5,-0.16,129
-62.5,137.5,-0.04,132
-62.5,142.5,0.04,139
-62.5,147.5,0.15,144
-62.5,152.5,-0.1,124
-62.5,157.5,-0.06,124
-62.5,162.5,0.19,135
-62.5,167.5,0.19,125
-62.5,172.5,0.13,129
-62.5,177.5,0.05,112
-62.5,182.5,0.08,104
-62.5,187.5,0.09,93
-62.5,192.5,0.05,86
-62.5,197.5,0.08,90
-62.5,202.5,-0.01,82
-62.5,207.5,-0.06,67
-62.5,212.5,-0.09,60
-62.5,217.5,-0.06,65
-62.5,222.5,-0.11,60
-62.5,227.5,-0.26,57
-62.5,232.5,-0.49,44
-62.5,237.5,-0.6,39
-62.5,242.5,-0.54,44
-62.5,247.5,-0.55,44
-62.5,252.5,-0.51,45
-62.5,257.5,-0.33,68
-62.5,262.5,-0.17,84
-62.5,267.5,-0.18,87
-62.5,272.5,0.03,115
-62.5,277.5,0.11,123
-62.5,282.5,0.13,126
-62.5,287.5,0.23,133
-62.5,292.5,0.24,132
-62.5,297.5,-0.12,82
-62.5,302.5,-0.21,61
-62.5,307.5,-0.17,82
-62.5,312.5,-0.42,37
-62.5,317.5,-0.42,59
-62.5,322.5,-0.33,52
-62.5,327.5,-0.26,43
-62.5,332.5,-0.27,17
-62.5,337.5,-0.37,14
-62.5,342.5,-0.36,33
-62.5,347.5,-0.33,50
-62.5,352.5,-0.38,25
-62.5,357.5,-0.36,20
-57.5,2.5,-0.45,33
-57.5,7.5,-0.47,40
-57.5,12.5,-0.45,53
-57.5,17.5,-0.48,53
-57.5,22.5,-0.58,63
-57.5,27.5,-0.67,58
-57.5,32.5,-0.65,64
-57.5,37.5,-0.6,79
-57.5,42.5,-0.52,92
-57.5,47.5,-0.4,106
-57.5,52.5,-0.31,112
-57.5,57.5,-0.12,128
-57.5,62.5,-0.02,137
-57.5,67.5,0.06,144
-57.5,72.5,0.04,139
-57.5,77.5,-0.05,124
-57.5,82.5,-0.21,106
-57.5,87.5,-0.31,84
-57.5,92.5,-0.31,89
-57.5,97.5,-0.37,75
-57.5,102.5,-0.41,63
-57.5,107.5,-0.39,60
-57.5,112.5,-0.34,68
-57.5,117.5,-0.28,71
-57.5,122.5,-0.24,81
-57.5,127.5,-0.11,96
-57.5,132.5,-0.01,107
-57.5,137.5,0.07,108
-57.5,142.5,0.18,119
-57.5,147.5,0.22,124
-57.5,152.5,0.2,123
-57.5,157.5,0.12,110
-57.5,162.5,0.11,103
-57.5,167.5,0.1,103
-57.5,172.5,0.06,111
-57.5,177.5,0,109
-57.5,182.5,0.02,113
-57.5,187.5,0.06,102
-57.5,192.5,0.05,100
-57.5,197.5,0.09,102
-57.5,202.5,0.03,98
-57.5,207.5,-0.03,92
-57.5,212.5,-0.07,88
-57.5,217.5,-0.21,69
-57.5,222.5,-0.41,48
-57.5,227.5,-0.58,35
-57.5,232.5,-0.74,31
-57.5,237.5,-0.81,28
-57.5,242.5,-0.74,35
-57.5,247.5,-0.73,29
-57.5,252.5,-0.59,34
-57.5,257.5,-0.45,48
-57.5,262.5,-0.38,58
-57.5,267.5,-0.26,77
-57.5,272.5,0.07,117
-57.5,277.5,0.26,132
-57.5,282.5,0.39,145
-57.5,287.5,0.54,152
-57.5,292.5,0.49,149
-57.5,297.5,0.28,139
-57.5,302.5,0.22,134
-57.5,307.5,0.04,113
-57.5,312.5,-0.25,85
-57.5,317.5,-0.31,70
-57.5,322.5,-0.16,92
-57.5,327.5,-0.18,80
-57.5,332.5,-0.21,78
-57.5,337.5,-0.23,81
-57.5,342.5,-0.21,82
-57.5,347.5,-0.25,69
-57.5,352.5,-0.25,62
-57.5,357.5,-0.33,44
-52.5,2.5,-0.47,60
-52.5,7.5,-0.62,52
-52.5,12.5,-0.63,54
-52.5,17.5,-0.68,51
-52.5,22.5,-0.76,47
-52.5,27.5,-0.93,37
-52.5,32.5,-0.94,49
-52.5,37.5,-0.76,76
-52.5,42.5,-0.65,92
-52.5,47.5,-0.62,98
-52.5,52.5,-0.49,107
-52.5,57.5,-0.34,111
-52.5,62.5,-0.29,112
-52.5,67.5,-0.25,106
-52.5,72.5,-0.27,83
-52.5,77.5,-0.34,66
-52.5,82.5,-0.41,51
-52.5,87.5,-0.5,47
-52.5,92.5,-0.5,53
-52.5,97.5,-0.5,53
-52.5,102.5,-0.47,53
-52.5,107.5,-0.45,52
-52.5,112.5,-0.43,54
-52.5,117.5,-0.44,58
-52.5,122.5,-0.45,60
-52.5,127.5,-0.4,60
-52.5,132.5,-0.36,64
-52.5,137.5,-0.29,80
-52.5,142.5,-0.27,74
-52.5,147.5,-0.25,75
-52.5,152.5,-0.24,83
-52.5,157.5,-0.33,79
-52.5,162.5,-0.22,79
-52.5,167.5,-0.12,94
-52.5,172.5,0.03,108
-52.5,177.5,0.04,105
-52.5,182.5,0.19,117
-52.5,187.5,0.35,139
-52.5,192.5,0.34,134
-52.5,197.5,0.34,135
-52.5,202.5,0.19,124
-52.5,207.5,-0.02,103
-52.5,212.5,-0.12,89
-52.5,217.5,-0.37,65
-52.5,222.5,-0.63,40
-52.5,227.5,-0.76,30
-52.5,232.5,-0.88,25
-52.5,237.5,-0.92,23
-52.5,242.5,-0.92,27
-52.5,247.5,-0.91,19
-52.5,252.5,-0.74,24
-52.5,257.5,-0.56,40
-52.5,262.5,-0.42,57
-52.5,267.5,-0.18,91
-52.5,272.5,0.13,125
-52.5,277.5,0.33,141
-52.5,282.5,0.6,154
-52.5,287.5,0.12,105
-52.5,292.5,0.2,121
-52.5,297.5,0.08,129
-52.5,302.5,-0.31,92
-52.5,307.5,-0.5,81
-52.5,312.5,-0.76,57
-52.5,317.5,-0.59,73
-52.5,322.5,-0.28,97
-52.5,327.5,-0.15,102
-52.5,332.5,-0.07,103
-52.5,337.5,-0.05,93
-52.5,342.5,-0.14,78
-52.5,347.5,-0.19,75
-52.5,352.5,-0.29,64
-52.5,357.5,-0.42,57
-47.5,2.5,-0.39,87
-47.5,7.5,-0.5,82
-47.5,12.5,-0.65,65
-47.5,17.5,-0.65,70
-47.5,22.5,-0.83,56
-47.5,27.5,-1.07,40
-47.5,32.5,-0.95,50
-47.5,37.5,-0.61,81
-47.5,42.5,-0.52,95
-47.5,47.5,-0.6,92
-47.5,52.5,-0.59,82
-47.5,57.5,-0.52,89
-47.5,62.5,-0.46,98
-47.5,67.5,-0.43,99
-47.5,72.5,-0.47,84
-47.5,77.5,-0.64,56
-47.5,82.5,-0.74,56
-47.5,87.5,-0.74,55
-47.5,92.5,-0.68,48
-47.5,97.5,-0.69,48
-47.5,102.5,-0.54,67
-47.5,107.5,-0.37,80
-47.5,112.5,-0.37,80
-47.5,117.5,-0.36,84
-47.5,122.5,-0.36,81
-47.5,127.5,-0.4,78
-47.5,132.5,-0.46,71
-47.5,137.5,-0.58,66
-47.5,142.5,-0.58,72
-47.5,147.5,-0.47,90
-47.5,152.5,-0.45,88
-47.5,157.5,-0.46,87
-47.5,162.5,-0.37,85
-47.5,167.5,-0.3,84
-47.5,172.5,-0.22,77
-47.5,177.5,-0.06,87
-47.5,182.5,0.21,121
-47.5,187.5,0.42,138
-47.5,192.5,0.41,139
-47.5,197.5,0.34,133
-47.5,202.5,0.23,125
-47.5,207.5,0.07,114
-47.5,212.5,-0.14,92
-47.5,217.5,-0.43,62
-47.5,222.5,-0.56,53
-47.5,227.5,-0.73,34
-47.5,232.5,-0.84,29
-47.5,237.5,-0.94,28
-47.5,242.5,-1.08,21
-47.5,247.5,-1.15,14
-47.5,252.5,-0.95,20
-47.5,257.5,-0.73,30
-47.5,262.5,-0.49,48
-47.5,267.5,-0.26,81
-47.5,272.5,0.05,125
-47.5,277.5,0.14,130
-47.5,282.5,0.33,141
-47.5,287.5,-0.46,67
-47.5,292.5,-0.37,91
-47.5,297.5,-0.23,121
-47.5,302.5,-0.85,72
-47.5,307.5,-1.43,44
-47.5,312.5,-1.34,47
-47.5,317.5,-1.01,54
-47.5,322.5,-0.62,77
-47.5,327.5,-0.4,85
-47.5,332.5,-0.17,95
-47.5,337.5,-0.02,99
-47.5,342.5,-0.09,90
-47.5,347.5,-0.24,75
-47.5,352.5,-0.29,75
-47.5,357.5,-0.31,84
-42.5,2.5,-0.44,100
-42.5,7.5,-0.4,106
-42.5,12.5,-0.44,109
-42.5,17.5,-0.77,84
-42.5,22.5,-1.2,51
-42.5,27.5,-1.14,55
-42.5,32.5,-0.75,79
-42.5,37.5,-0.44,107
-42.5,42.5,-0.26,126
-42.5,47.5,-0.31,129
-42.5,52.5,-0.52,106
-42.5,57.5,-0.47,99
-42.5,62.5,-0.46,102
-42.5,67.5,-0.48,97
-42.5,72.5,-0.54,93
-42.5,77.5,-0.75,66
-42.5,82.5,-0.85,69
-42.5,87.5,-0.78,79
-42.5,92.5,-0.73,86
-42.5,97.5,-0.67,86
-42.5,102.5,-0.45,101
-42.5,107.5,-0.19,127
-42.5,112.5,-0.14,128
-42.5,117.5,-0.06,137
-42.5,122.5,-0.11,126
-42.5,127.5,-0.28,102
-42.5,132.5,-0.45,86
-42.5,137.5,-0.68,73
-42.5,142.5,-0.56,98
-42.5,147.5,-0.33,116
-42.5,152.5,-0.7,83
-42.5,157.5,-0.79,66
-42.5,162.5,-0.7,60
-42.5,167.5,-0.58,65
-42.5,172.5,-0.69,60
-42.5,177.5,-0.3,75
-42.5,182.5,-0.12,91
-42.5,187.5,0.32,130
-42.5,192.5,0.31,132
-42.5,197.5,0.23,129
-42.5,202.5,0.14,123
-42.5,207.5,-0.04,106
-42.5,212.5,-0.32,79
-42.5,217.5,-0.56,56
-42.5,222.5,-0.74,43
-42.5,227.5,-0.93,25
-42.5,232.5,-1.12,17
-42.5,237.5,-1.24,20
-42.5,242.5,-1.33,17
-42.5,247.5,-1.28,21
-42.5,252.5,-1.06,29
-42.5,257.5,-0.79,44
-42.5,262.5,-0.57,55
-42.5,267.5,-0.34,79
-42.5,272.5,-0.14,104
-42.5,277.5,-0.3,87
-42.5,282.5,-0.11,119
-42.5,287.5,-0.02,123
-42.5,292.5,-0.99,64
-42.5,297.5,-0.56,101
-42.5,302.5,-0.96,89
-42.5,307.5,-1.41,69
-42.5,312.5,-1.29,64
-42.5,317.5,-1.07,66
-42.5,322.5,-0.7,84
-42.5,327.5,-0.4,94
-42.5,332.5,-0.29,94
-42.5,337.5,-0.18,94
-42.5,342.5,-0.21,89
-42.5,347.5,-0.42,75
-42.5,352.5,-0.51,77
-42.5,357.5,-0.5,84
-37.5,2.5,-0.47,105
-37.5,7.5,-0.22,122
-37.5,12.5,-0.06,140
-37.5,17.5,-0.4,111
-37.5,22.5,-0.78,64
-37.5,27.5,-0.78,65
-37.5,32.5,-0.52,92
-37.5,37.5,-0.12,139
-37.5,42.5,0,141
-37.5,47.5,0.09,147
-37.5,52.5,-0.09,135
-37.5,57.5,-0.17,125
-37.5,62.5,-0.24,115
-37.5,67.5,-0.38,97
-37.5,72.5,-0.46,100
-37.5,77.5,-0.61,94
-37.5,82.5,-0.75,89
-37.5,87.5,-0.69,99
-37.5,92.5,-0.54,108
-37.5,97.5,-0.36,124
-37.5,102.5,-0.14,136
-37.5,107.5,0.06,142
-37.5,112.5,0.05,144
-37.5,117.5,0.03,143
-37.5,122.5,-0.05,136
-37.5,127.5,-0.29,110
-37.5,132.5,-0.47,97
-37.5,137.5,-0.56,101
-37.5,142.5,0.43,157
-37.5,147.5,-0.42,111
-37.5,152.5,-1.03,73
-37.5,157.5,-1,45
-37.5,162.5,-0.96,37
-37.5,167.5,-0.82,44
-37.5,172.5,-0.73,51
-37.5,177.5,-0.77,43
-37.5,182.5,-0.21,93
-37.5,187.5,0.02,116
-37.5,192.5,-0.03,116
-37.5,197.5,-0.05,117
-37.5,202.5,-0.08,117
-37.5,207.5,-0.32,89
-37.5,212.5,-0.59,68
-37.5,217.5,-0.88,37
-37.5,222.5,-1.19,23
-37.5,227.5,-1.4,15
-37.5,232.5,-1.47,12
-37.5,237.5,-1.39,17
-37.5,242.5,-1.31,28
-37.5,247.5,-1.2,30
-37.5,252.5,-1.06,39
-37.5,257.5,-0.77,49
-37.5,262.5,-0.49,65
-37.5,267.5,-0.29,88
-37.5,272.5,-0.18,99
-37.5,277.5,-0.35,87
-37.5,282.5,-0.16,109
-37.5,287.5,0.05,131
-37.5,292.5,-0.39,87
-37.5,297.5,-0.77,78
-37.5,302.5,-0.78,103
-37.5,307.5,-0.71,108
-37.5,312.5,-0.87,94
-37.5,317.5,-0.66,97
-37.5,322.5,-0.26,120
-37.5,327.5,-0.1,129
-37.5,332.5,-0.22,118
-37.5,337.5,-0.38,100
-37.5,342.5,-0.56,86
-37.5,347.5,-0.79,68
-37.5,352.5,-0.83,69
-37.5,357.5,-0.62,91
-32.5,2.5,-0.41,97
-32.5,7.5,-0.15,120
-32.5,12.5,0.1,147
-32.5,17.5,0.06,155
-32.5,22.5,-0.09,142
-32.5,27.5,-0.23,140
-32.5,32.5,-0.23,116
-32.5,37.5,0.12,144
-32.5,42.5,0.35,156
-32.5,47.5,0.31,156
-32.5,52.5,0.14,149
-32.5,57.5,-0.11,123
-32.5,62.5,-0.3,99
-32.5,67.5,-0.41,85
-32.5,72.5,-0.58,72
-32.5,77.5,-0.7,73
-32.5,82.5,-0.7,80
-32.5,87.5,-0.54,102
-32.5,92.5,-0.18,121
-32.5,97.5,0.06,132
-32.5,102.5,0.14,141
-32.5,107.5,0.14,147
-32.5,112.5,0.01,133
-32.5,117.5,0.03,124
-32.5,122.5,-0.16,108
-32.5,127.5,-0.34,111
-32.5,132.5,-0.46,112
-32.5,137.5,0.49,147
-32.5,142.5,0.72,137
-32.5,147.5,-1.49,51
-32.5,152.5,-1.57,14
-32.5,157.5,-1.19,15
-32.5,162.5,-0.99,27
-32.5,167.5,-0.84,38
-32.5,172.5,-0.67,52
-32.5,177.5,-0.52,63
-32.5,182.5,-0.38,72
-32.5,187.5,-0.31,92
-32.5,192.5,-0.35,90
-32.5,197.5,-0.35,96
-32.5,202.5,-0.39,95
-32.5,207.5,-0.58,74
-32.5,212.5,-0.75,60
-32.5,217.5,-0.95,40
-32.5,222.5,-1.09,36
-32.5,227.5,-1.13,38
-32.5,232.5,-1.05,40
-32.5,237.5,-0.85,47
-32.5,242.5,-0.66,61
-32.5,247.5,-0.41,75
-32.5,252.5,-0.29,82
-32.5,257.5,-0.23,91
-32.5,262.5,-0.1,96
-32.5,267.5,-0.01,99
-32.5,272.5,-0.05,105
-32.5,277.5,-0.16,94
-32.5,282.5,0.14,135
-32.5,287.5,0.54,154
-32.5,292.5,0.77,149
-32.5,297.5,-0.14,122
-32.5,302.5,-0.79,96
-32.5,307.5,-0.53,118
-32.5,312.5,-0.36,120
-32.5,317.5,-0.19,131
-32.5,322.5,-0.11,127
-32.5,327.5,-0.28,117
-32.5,332.5,-0.63,92
-32.5,337.5,-0.91,62
-32.5,342.5,-1.03,55
-32.5,347.5,-1.08,52
-32.5,352.5,-0.89,60
-32.5,357.5,-0.57,79
-27.5,2.5,-0.22,104
-27.5,7.5,0.06,136
-27.5,12.5,0.23,150
-27.5,17.5,-0.48,109
-27.5,22.5,-0.45,100
-27.5,27.5,-1.05,77
-27.5,32.5,-0.37,120
-27.5,37.5,-0.05,129
-27.5,42.5,0.04,138
-27.5,47.5,-0.08,133
-27.5,52.5,-0.21,106
